query_id,pmid,retrieved_at_utc
ad_retracted_records,25375876,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,25393881,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,25445382,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,25565776,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,25630717,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,25667664,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,25714795,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,25716869,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,25802082,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,25803611,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,26083746,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,26114310,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,26188949,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,26198811,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,26261684,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,26270671,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,26431046,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,26490863,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,26516759,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,26608203,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,26611895,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,26613329,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,26622397,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,26944285,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,26964005,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,26988118,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,27073740,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,27099072,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,27130820,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,27220536,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,27226559,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,27245225,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,27258431,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,27262026,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,27433467,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,27486879,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,27508109,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,27573878,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,27581214,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,27604820,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,27609042,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,27862631,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28003373,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28107420,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28222009,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28321435,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28328017,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28360834,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28405187,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28408729,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28487416,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28515691,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28542068,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28587340,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28588301,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28599681,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28610892,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28614379,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28617434,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28646838,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28733814,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28750690,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28831714,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28844104,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28854701,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28925478,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28947385,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,28959186,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29028480,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29040533,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29046054,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29062301,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29068127,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29128902,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29207665,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29215712,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29277556,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29315574,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29356981,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29369410,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29371969,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29378302,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29404777,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29408999,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29435723,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29464486,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29471781,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29604335,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29607621,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29675576,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29705802,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29729422,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29732540,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29768467,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29779175,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29874341,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29888263,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29963392,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,29995978,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30027497,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30075285,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30098604,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30131669,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30153459,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30232325,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30235355,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30242626,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30280789,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30353643,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30397132,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30412727,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30452045,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30467914,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30471283,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30515904,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30606430,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30654089,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30671870,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30706368,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30733594,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30784075,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30849743,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30852217,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30873112,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30879099,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30884890,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30886573,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30951743,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,30978525,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,31103716,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,31185010,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,31186780,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,31208706,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,31289348,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,31354437,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,31354916,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,31359456,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,31427070,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,31564203,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,31572805,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,31625472,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,31646584,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,31671598,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,31778813,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,31787880,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,31803015,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,31860870,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,31875361,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,31905172,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,31970658,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,31976026,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,32059723,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,32082319,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,32143008,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,32174022,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,32246090,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,32292331,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,32292421,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,32296304,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,32335808,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,32404183,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,32425777,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,32484999,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,32577774,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,32626959,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,32696288,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,32705859,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,32728854,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,32741833,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,32742347,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,32794578,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,32820456,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,32822403,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,32926328,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,32933008,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33029126,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33105637,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33140620,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33160377,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33173135,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33183566,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33183805,2026-09-13T06:55:12.370434+00:00
